# _tick,_time,step,total_loss,mean_episode_return,last_100_episode_returns,max_return_achieved,pg_loss,baseline_loss,entropy_loss,learning_rate
498,1693390109.4313889,1007904,-16.87644163767497,0.0,0.0,6.0 at step 800640,-10.62913171450297,0.0,-6.247309843699138,0.00039040452538913526
499,1693390111.343219,1009936,-8.707023938496908,0.0,0.0,6.0 at step 800640,-1.284908930460612,0.0,-7.422115008036296,0.00039040452538913526
500,1693390113.324922,1011968,-25.611087799072266,0.0,0.0,6.0 at step 800640,-20.555336634318035,0.0,-5.055752277374268,0.00039040452538913526
501,1693390115.279962,1014000,-6.020506064097087,0.0,0.0,6.0 at step 800640,-0.8035659790039062,0.0,-5.216940085093181,0.00039040452538913526
502,1693390117.239501,1016032,14.974686940511068,0.0,0.0,6.0 at step 800640,20.190575281778973,0.0,-5.215888023376465,0.00039040452538913526
503,1693390119.254107,1018064,-21.545554478963215,0.041666666666666664,0.019999999552965164,6.0 at step 800640,-15.347335815429688,0.0,-6.1982185045878095,0.0003902113032590307
504,1693390121.383956,1020096,-12.899890899658203,0.020833333333333332,0.029999999329447746,6.0 at step 800640,-8.181878407796225,0.0,-4.718012809753418,0.0003902113032590307
505,1693390123.320821,1022128,0.9298299153645834,0.020833333333333332,0.03999999910593033,6.0 at step 800640,5.354423840840657,0.0,-4.424594084421794,0.0003902113032590307
506,1693390125.2046888,1024160,-19.368839581807453,0.0,0.019999999552965164,6.0 at step 800640,-11.903723239898682,0.0,-7.465116659800212,0.0003902113032590307
507,1693390249.896994,1026192,-7.9674943288167315,0.0,0.009999999776482582,6.0 at step 800640,-1.7771517435709636,0.0,-6.19034210840861,0.0003902113032590307
508,1693390251.983412,1028224,2.5359363555908203,0.020833333333333332,0.009999999776482582,6.0 at step 800640,6.226951281229655,0.0,-3.691014607747396,0.00039001620382015425
509,1693390253.839194,1030256,5.889734268188477,0.041666666666666664,0.029999999329447746,6.0 at step 800640,13.526759068171183,0.0,-7.637024879455566,0.00039001620382015425
510,1693390255.721685,1032288,-20.126851717631023,0.08333333333333333,0.07000000029802322,6.0 at step 800640,-13.013690312703451,0.0,-7.113160292307536,0.00039001620382015425
511,1693390257.5507698,1034320,0.052173614501953125,0.0625,0.09000000357627869,6.0 at step 800640,6.340386152267456,0.0,-6.2882124582926435,0.00039001620382015425
512,1693390259.432204,1036352,-28.93362553914388,0.0,0.07999999821186066,6.0 at step 800640,-21.30289586385091,0.0,-7.630729675292969,0.00039001620382015425
513,1693390292.3731499,1038384,19.871240615844727,0.0,0.03999999910593033,6.0 at step 800640,26.428456624348957,0.0,-6.557216326395671,0.00038981922899805887
